2017-01-24 04:37:23,233 DEBUG    version=v043-unified:simple-ff-200
2017-01-24 08:56:46,279 INFO     epoch: 142 took 108.270s (82.647s in batching)
training loss:	0.590713
validation loss:	0.611348
validation error:	0.329085
2017-01-24 08:56:46,287 INFO     Wrote output to trainNN/out/v043-unified:simple-ff-200/config.json
2017-01-24 08:58:25,590 INFO     Saving network params to trainNN/out/v043-unified:simple-ff-200/epoch-143.pkl
2017-01-24 08:58:34,994 INFO     epoch: 143 took 108.715s (82.933s in batching)
training loss:	0.590829
validation loss:	0.605205
validation error:	0.329373
2017-01-24 08:58:35,001 INFO     Wrote output to trainNN/out/v043-unified:simple-ff-200/config.json
2017-01-24 09:00:13,740 INFO     Saving network params to trainNN/out/v043-unified:simple-ff-200/epoch-144.pkl
2017-01-24 09:00:23,179 INFO     epoch: 144 took 108.185s (82.378s in batching)
training loss:	0.590763
validation loss:	0.605440
validation error:	0.325963
2017-01-24 09:00:23,186 INFO     Wrote output to trainNN/out/v043-unified:simple-ff-200/config.json
2017-01-24 09:02:02,336 INFO     Saving network params to trainNN/out/v043-unified:simple-ff-200/epoch-145.pkl
2017-01-24 09:02:11,608 INFO     epoch: 145 took 108.429s (82.726s in batching)
training loss:	0.590679
validation loss:	0.609895
validation error:	0.328436
2017-01-24 09:02:11,616 INFO     Wrote output to trainNN/out/v043-unified:simple-ff-200/config.json
2017-01-24 09:03:50,482 INFO     Saving network params to trainNN/out/v043-unified:simple-ff-200/epoch-146.pkl
2017-01-24 09:03:59,865 INFO     epoch: 146 took 108.257s (82.509s in batching)
training loss:	0.590616
validation loss:	0.605506
validation error:	0.327608
2017-01-24 09:03:59,873 INFO     Wrote output to trainNN/out/v043-unified:simple-ff-200/config.json
2017-01-24 09:05:39,120 INFO     Saving network params to trainNN/out/v043-unified:simple-ff-200/epoch-147.pkl
2017-01-24 09:05:48,554 INFO     epoch: 147 took 108.689s (82.891s in batching)
training loss:	0.590706
validation loss:	0.606699
validation error:	0.326721
2017-01-24 09:05:48,562 INFO     Wrote output to trainNN/out/v043-unified:simple-ff-200/config.json
2017-01-24 09:07:27,578 INFO     Saving network params to trainNN/out/v043-unified:simple-ff-200/epoch-148.pkl
2017-01-24 09:07:36,909 INFO     epoch: 148 took 108.355s (82.643s in batching)
training loss:	0.590641
validation loss:	0.606068
validation error:	0.330320
2017-01-24 09:07:36,917 INFO     Wrote output to trainNN/out/v043-unified:simple-ff-200/config.json
2017-01-24 09:09:16,323 INFO     Saving network params to trainNN/out/v043-unified:simple-ff-200/epoch-149.pkl
2017-01-24 09:09:25,799 INFO     epoch: 149 took 108.890s (82.892s in batching)
training loss:	0.590648
validation loss:	0.613085
validation error:	0.331782
2017-01-24 09:09:25,807 INFO     Wrote output to trainNN/out/v043-unified:simple-ff-200/config.json
2017-01-24 09:11:05,698 INFO     Saving network params to trainNN/out/v043-unified:simple-ff-200/epoch-150.pkl
2017-01-24 09:11:15,198 INFO     epoch: 150 took 109.400s (83.201s in batching)
training loss:	0.590650
validation loss:	0.607964
validation error:	0.328094
2017-01-24 09:11:15,207 INFO     Wrote output to trainNN/out/v043-unified:simple-ff-200/config.json
2017-01-24 09:12:54,936 INFO     Saving network params to trainNN/out/v043-unified:simple-ff-200/epoch-151.pkl
2017-01-24 09:13:04,419 INFO     epoch: 151 took 109.221s (83.041s in batching)
training loss:	0.590514
validation loss:	0.606284
validation error:	0.326731
2017-01-24 09:13:04,427 INFO     Wrote output to trainNN/out/v043-unified:simple-ff-200/config.json
2017-01-24 09:14:44,322 INFO     Saving network params to trainNN/out/v043-unified:simple-ff-200/epoch-152.pkl
2017-01-24 09:14:53,778 INFO     epoch: 152 took 109.359s (83.221s in batching)
training loss:	0.590654
validation loss:	0.611640
validation error:	0.334176
2017-01-24 09:14:53,786 INFO     Wrote output to trainNN/out/v043-unified:simple-ff-200/config.json
2017-01-24 09:16:33,511 INFO     Saving network params to trainNN/out/v043-unified:simple-ff-200/epoch-153.pkl
2017-01-24 09:16:42,927 INFO     epoch: 153 took 109.149s (83.007s in batching)
training loss:	0.590577
validation loss:	0.607571
validation error:	0.331703
2017-01-24 09:16:42,936 INFO     Wrote output to trainNN/out/v043-unified:simple-ff-200/config.json
2017-01-24 09:18:22,551 INFO     Saving network params to trainNN/out/v043-unified:simple-ff-200/epoch-154.pkl
2017-01-24 09:18:31,964 INFO     epoch: 154 took 109.037s (82.917s in batching)
training loss:	0.590590
validation loss:	0.606405
validation error:	0.325631
2017-01-24 09:18:31,972 INFO     Wrote output to trainNN/out/v043-unified:simple-ff-200/config.json
2017-01-24 09:20:11,370 INFO     Saving network params to trainNN/out/v043-unified:simple-ff-200/epoch-155.pkl
2017-01-24 09:20:20,780 INFO     epoch: 155 took 108.816s (82.730s in batching)
training loss:	0.590668
validation loss:	0.608292
validation error:	0.331921
2017-01-24 09:20:20,787 INFO     Wrote output to trainNN/out/v043-unified:simple-ff-200/config.json
2017-01-24 09:22:00,205 INFO     Saving network params to trainNN/out/v043-unified:simple-ff-200/epoch-156.pkl
2017-01-24 09:22:09,611 INFO     epoch: 156 took 108.831s (82.840s in batching)
training loss:	0.590462
validation loss:	0.611582
validation error:	0.330121
2017-01-24 09:22:09,619 INFO     Wrote output to trainNN/out/v043-unified:simple-ff-200/config.json
2017-01-24 09:23:48,357 INFO     Saving network params to trainNN/out/v043-unified:simple-ff-200/epoch-157.pkl
2017-01-24 09:23:57,627 INFO     epoch: 157 took 108.015s (82.371s in batching)
training loss:	0.590556
validation loss:	0.604128
validation error:	0.324089
2017-01-24 09:23:57,635 INFO     Wrote output to trainNN/out/v043-unified:simple-ff-200/config.json
2017-01-24 09:25:36,560 INFO     Saving network params to trainNN/out/v043-unified:simple-ff-200/epoch-158.pkl
2017-01-24 09:25:46,083 INFO     epoch: 158 took 108.456s (82.651s in batching)
training loss:	0.590526
validation loss:	0.621154
validation error:	0.343147
2017-01-24 09:25:46,091 INFO     Wrote output to trainNN/out/v043-unified:simple-ff-200/config.json
2017-01-24 09:27:25,461 INFO     Saving network params to trainNN/out/v043-unified:simple-ff-200/epoch-159.pkl
2017-01-24 09:27:34,697 INFO     epoch: 159 took 108.614s (83.154s in batching)
training loss:	0.590555
validation loss:	0.606075
validation error:	0.327306
2017-01-24 09:27:34,705 INFO     Wrote output to trainNN/out/v043-unified:simple-ff-200/config.json
2017-01-24 09:29:14,159 INFO     Saving network params to trainNN/out/v043-unified:simple-ff-200/epoch-160.pkl
2017-01-24 09:29:23,581 INFO     epoch: 160 took 108.884s (83.106s in batching)
training loss:	0.590361
validation loss:	0.608131
validation error:	0.332986
2017-01-24 09:29:23,589 INFO     Wrote output to trainNN/out/v043-unified:simple-ff-200/config.json
2017-01-24 09:31:02,703 INFO     Saving network params to trainNN/out/v043-unified:simple-ff-200/epoch-161.pkl
2017-01-24 09:31:12,090 INFO     epoch: 161 took 108.509s (82.675s in batching)
training loss:	0.590355
validation loss:	0.604460
validation error:	0.326320
2017-01-24 09:31:12,099 INFO     Wrote output to trainNN/out/v043-unified:simple-ff-200/config.json
2017-01-24 09:32:50,676 INFO     Saving network params to trainNN/out/v043-unified:simple-ff-200/epoch-162.pkl
2017-01-24 09:32:59,906 INFO     epoch: 162 took 107.816s (82.430s in batching)
training loss:	0.590589
validation loss:	0.605383
validation error:	0.327425
2017-01-24 09:32:59,914 INFO     Wrote output to trainNN/out/v043-unified:simple-ff-200/config.json
2017-01-24 09:34:38,704 INFO     Saving network params to trainNN/out/v043-unified:simple-ff-200/epoch-163.pkl
2017-01-24 09:34:48,234 INFO     epoch: 163 took 108.329s (82.529s in batching)
training loss:	0.590404
validation loss:	0.606873
validation error:	0.328119
2017-01-24 09:34:48,243 INFO     Wrote output to trainNN/out/v043-unified:simple-ff-200/config.json
2017-01-24 09:36:27,162 INFO     Saving network params to trainNN/out/v043-unified:simple-ff-200/epoch-164.pkl
2017-01-24 09:36:36,375 INFO     epoch: 164 took 108.141s (82.559s in batching)
training loss:	0.590357
validation loss:	0.608743
validation error:	0.328456
2017-01-24 09:36:36,383 INFO     Wrote output to trainNN/out/v043-unified:simple-ff-200/config.json
2017-01-24 09:38:15,415 INFO     Saving network params to trainNN/out/v043-unified:simple-ff-200/epoch-165.pkl
2017-01-24 09:38:24,828 INFO     epoch: 165 took 108.453s (82.714s in batching)
training loss:	0.590374
validation loss:	0.603862
validation error:	0.326513
2017-01-24 09:38:24,837 INFO     Wrote output to trainNN/out/v043-unified:simple-ff-200/config.json
2017-01-24 09:40:04,116 INFO     Saving network params to trainNN/out/v043-unified:simple-ff-200/epoch-166.pkl
2017-01-24 09:40:13,388 INFO     epoch: 166 took 108.559s (82.658s in batching)
training loss:	0.590449
validation loss:	0.607484
validation error:	0.332015
2017-01-24 09:40:13,396 INFO     Wrote output to trainNN/out/v043-unified:simple-ff-200/config.json
2017-01-24 09:41:51,940 INFO     Saving network params to trainNN/out/v043-unified:simple-ff-200/epoch-167.pkl
2017-01-24 09:42:01,277 INFO     epoch: 167 took 107.889s (82.158s in batching)
training loss:	0.590367
validation loss:	0.606526
validation error:	0.329532
2017-01-24 09:42:01,286 INFO     Wrote output to trainNN/out/v043-unified:simple-ff-200/config.json
2017-01-24 09:43:41,012 INFO     Saving network params to trainNN/out/v043-unified:simple-ff-200/epoch-168.pkl
2017-01-24 09:43:50,321 INFO     epoch: 168 took 109.044s (83.090s in batching)
training loss:	0.590211
validation loss:	0.617231
validation error:	0.337214
2017-01-24 09:43:50,329 INFO     Wrote output to trainNN/out/v043-unified:simple-ff-200/config.json
2017-01-24 09:45:29,588 INFO     Saving network params to trainNN/out/v043-unified:simple-ff-200/epoch-169.pkl
2017-01-24 09:45:38,938 INFO     epoch: 169 took 108.617s (82.787s in batching)
training loss:	0.590196
validation loss:	0.605696
validation error:	0.328183
2017-01-24 09:45:38,946 INFO     Wrote output to trainNN/out/v043-unified:simple-ff-200/config.json
2017-01-24 09:47:18,384 INFO     Saving network params to trainNN/out/v043-unified:simple-ff-200/epoch-170.pkl
2017-01-24 09:47:27,826 INFO     epoch: 170 took 108.889s (82.826s in batching)
training loss:	0.590230
validation loss:	0.604763
validation error:	0.327356
2017-01-24 09:47:27,835 INFO     Wrote output to trainNN/out/v043-unified:simple-ff-200/config.json
2017-01-24 09:49:06,987 INFO     Saving network params to trainNN/out/v043-unified:simple-ff-200/epoch-171.pkl
2017-01-24 09:49:16,405 INFO     epoch: 171 took 108.578s (82.666s in batching)
training loss:	0.590319
validation loss:	0.614480
validation error:	0.329660
2017-01-24 09:49:16,413 INFO     Wrote output to trainNN/out/v043-unified:simple-ff-200/config.json
2017-01-24 09:50:55,721 INFO     Saving network params to trainNN/out/v043-unified:simple-ff-200/epoch-172.pkl
2017-01-24 09:51:05,194 INFO     epoch: 172 took 108.789s (82.703s in batching)
training loss:	0.590293
validation loss:	0.605645
validation error:	0.327524
2017-01-24 09:51:05,203 INFO     Wrote output to trainNN/out/v043-unified:simple-ff-200/config.json
2017-01-24 09:52:44,622 INFO     Saving network params to trainNN/out/v043-unified:simple-ff-200/epoch-173.pkl
2017-01-24 09:52:54,014 INFO     epoch: 173 took 108.820s (82.890s in batching)
training loss:	0.590135
validation loss:	0.608465
validation error:	0.331128
2017-01-24 09:52:54,023 INFO     Wrote output to trainNN/out/v043-unified:simple-ff-200/config.json
2017-01-24 09:54:34,120 INFO     Saving network params to trainNN/out/v043-unified:simple-ff-200/epoch-174.pkl
2017-01-24 09:54:43,664 INFO     epoch: 174 took 109.650s (83.318s in batching)
training loss:	0.590308
validation loss:	0.608350
validation error:	0.329423
2017-01-24 09:54:43,673 INFO     Wrote output to trainNN/out/v043-unified:simple-ff-200/config.json
2017-01-24 09:56:23,047 INFO     Saving network params to trainNN/out/v043-unified:simple-ff-200/epoch-175.pkl
2017-01-24 09:56:32,477 INFO     epoch: 175 took 108.813s (82.827s in batching)
training loss:	0.590256
validation loss:	0.606303
validation error:	0.328491
2017-01-24 09:56:32,486 INFO     Wrote output to trainNN/out/v043-unified:simple-ff-200/config.json
2017-01-24 09:58:12,256 INFO     Saving network params to trainNN/out/v043-unified:simple-ff-200/epoch-176.pkl
2017-01-24 09:58:21,710 INFO     epoch: 176 took 109.233s (83.067s in batching)
training loss:	0.590302
validation loss:	0.606496
validation error:	0.331157
2017-01-24 09:58:21,719 INFO     Wrote output to trainNN/out/v043-unified:simple-ff-200/config.json
2017-01-24 10:00:01,641 INFO     Saving network params to trainNN/out/v043-unified:simple-ff-200/epoch-177.pkl
2017-01-24 10:00:11,034 INFO     epoch: 177 took 109.324s (83.304s in batching)
training loss:	0.590088
validation loss:	0.609471
validation error:	0.330315
2017-01-24 10:00:11,042 INFO     Wrote output to trainNN/out/v043-unified:simple-ff-200/config.json
2017-01-24 10:01:50,962 INFO     Saving network params to trainNN/out/v043-unified:simple-ff-200/epoch-178.pkl
2017-01-24 10:02:00,453 INFO     epoch: 178 took 109.419s (83.408s in batching)
training loss:	0.590103
validation loss:	0.608183
validation error:	0.330022
2017-01-24 10:02:00,462 INFO     Wrote output to trainNN/out/v043-unified:simple-ff-200/config.json
2017-01-24 10:03:40,409 INFO     Saving network params to trainNN/out/v043-unified:simple-ff-200/epoch-179.pkl
2017-01-24 10:03:49,784 INFO     epoch: 179 took 109.331s (83.153s in batching)
training loss:	0.590038
validation loss:	0.605572
validation error:	0.330280
2017-01-24 10:03:49,792 INFO     Wrote output to trainNN/out/v043-unified:simple-ff-200/config.json
2017-01-24 10:05:29,920 INFO     Saving network params to trainNN/out/v043-unified:simple-ff-200/epoch-180.pkl
2017-01-24 10:05:39,400 INFO     epoch: 180 took 109.616s (83.539s in batching)
training loss:	0.590046
validation loss:	0.609818
validation error:	0.329026
2017-01-24 10:05:39,409 INFO     Wrote output to trainNN/out/v043-unified:simple-ff-200/config.json
2017-01-24 10:07:19,711 INFO     Saving network params to trainNN/out/v043-unified:simple-ff-200/epoch-181.pkl
2017-01-24 10:07:29,230 INFO     epoch: 181 took 109.830s (83.651s in batching)
training loss:	0.590072
validation loss:	0.606307
validation error:	0.326245
2017-01-24 10:07:29,239 INFO     Wrote output to trainNN/out/v043-unified:simple-ff-200/config.json
2017-01-24 10:09:09,150 INFO     Saving network params to trainNN/out/v043-unified:simple-ff-200/epoch-182.pkl
2017-01-24 10:09:18,598 INFO     epoch: 182 took 109.367s (83.293s in batching)
training loss:	0.590205
validation loss:	0.605886
validation error:	0.327747
2017-01-24 10:09:18,607 INFO     Wrote output to trainNN/out/v043-unified:simple-ff-200/config.json
2017-01-24 10:10:58,889 INFO     Saving network params to trainNN/out/v043-unified:simple-ff-200/epoch-183.pkl
2017-01-24 10:11:08,358 INFO     epoch: 183 took 109.760s (83.603s in batching)
training loss:	0.590155
validation loss:	0.605586
validation error:	0.328129
2017-01-24 10:11:08,367 INFO     Wrote output to trainNN/out/v043-unified:simple-ff-200/config.json
2017-01-24 10:12:48,257 INFO     Saving network params to trainNN/out/v043-unified:simple-ff-200/epoch-184.pkl
2017-01-24 10:12:57,773 INFO     epoch: 184 took 109.415s (83.114s in batching)
training loss:	0.590062
validation loss:	0.607952
validation error:	0.327762
2017-01-24 10:12:57,782 INFO     Wrote output to trainNN/out/v043-unified:simple-ff-200/config.json
2017-01-24 10:14:37,970 INFO     Saving network params to trainNN/out/v043-unified:simple-ff-200/epoch-185.pkl
2017-01-24 10:14:47,366 INFO     epoch: 185 took 109.593s (83.417s in batching)
training loss:	0.590034
validation loss:	0.609912
validation error:	0.328813
2017-01-24 10:14:47,376 INFO     Wrote output to trainNN/out/v043-unified:simple-ff-200/config.json
2017-01-24 10:16:27,246 INFO     Saving network params to trainNN/out/v043-unified:simple-ff-200/epoch-186.pkl
2017-01-24 10:16:36,688 INFO     epoch: 186 took 109.322s (83.101s in batching)
training loss:	0.589994
validation loss:	0.608408
validation error:	0.329026
2017-01-24 10:16:36,697 INFO     Wrote output to trainNN/out/v043-unified:simple-ff-200/config.json
2017-01-24 10:18:16,279 INFO     Saving network params to trainNN/out/v043-unified:simple-ff-200/epoch-187.pkl
2017-01-24 10:18:25,749 INFO     epoch: 187 took 109.060s (82.917s in batching)
training loss:	0.590011
validation loss:	0.607131
validation error:	0.327514
2017-01-24 10:18:25,758 INFO     Wrote output to trainNN/out/v043-unified:simple-ff-200/config.json
2017-01-24 10:20:06,026 INFO     Saving network params to trainNN/out/v043-unified:simple-ff-200/epoch-188.pkl
2017-01-24 10:20:15,467 INFO     epoch: 188 took 109.719s (83.486s in batching)
training loss:	0.589881
validation loss:	0.607091
validation error:	0.327207
2017-01-24 10:20:15,476 INFO     Wrote output to trainNN/out/v043-unified:simple-ff-200/config.json
2017-01-24 10:21:55,391 INFO     Saving network params to trainNN/out/v043-unified:simple-ff-200/epoch-189.pkl
2017-01-24 10:22:04,795 INFO     epoch: 189 took 109.328s (83.350s in batching)
training loss:	0.589901
validation loss:	0.609715
validation error:	0.330905
2017-01-24 10:22:04,804 INFO     Wrote output to trainNN/out/v043-unified:simple-ff-200/config.json
2017-01-24 10:23:44,457 INFO     Saving network params to trainNN/out/v043-unified:simple-ff-200/epoch-190.pkl
2017-01-24 10:23:53,862 INFO     epoch: 190 took 109.066s (83.038s in batching)
training loss:	0.589997
validation loss:	0.609962
validation error:	0.329809
2017-01-24 10:23:53,871 INFO     Wrote output to trainNN/out/v043-unified:simple-ff-200/config.json
2017-01-24 10:25:33,601 INFO     Saving network params to trainNN/out/v043-unified:simple-ff-200/epoch-191.pkl
2017-01-24 10:25:43,073 INFO     epoch: 191 took 109.212s (83.091s in batching)
training loss:	0.589998
validation loss:	0.606799
validation error:	0.327415
2017-01-24 10:25:43,083 INFO     Wrote output to trainNN/out/v043-unified:simple-ff-200/config.json
2017-01-24 10:27:23,010 INFO     Saving network params to trainNN/out/v043-unified:simple-ff-200/epoch-192.pkl
2017-01-24 10:27:32,484 INFO     epoch: 192 took 109.410s (83.146s in batching)
training loss:	0.589841
validation loss:	0.606599
validation error:	0.326077
2017-01-24 10:27:32,493 INFO     Wrote output to trainNN/out/v043-unified:simple-ff-200/config.json
2017-01-24 10:29:12,433 INFO     Saving network params to trainNN/out/v043-unified:simple-ff-200/epoch-193.pkl
2017-01-24 10:29:21,852 INFO     epoch: 193 took 109.368s (83.205s in batching)
training loss:	0.589952
validation loss:	0.605573
validation error:	0.328322
2017-01-24 10:29:21,862 INFO     Wrote output to trainNN/out/v043-unified:simple-ff-200/config.json
2017-01-24 10:31:01,770 INFO     Saving network params to trainNN/out/v043-unified:simple-ff-200/epoch-194.pkl
2017-01-24 10:31:11,245 INFO     epoch: 194 took 109.393s (83.350s in batching)
training loss:	0.589918
validation loss:	0.606449
validation error:	0.327797
2017-01-24 10:31:11,255 INFO     Wrote output to trainNN/out/v043-unified:simple-ff-200/config.json
2017-01-24 10:32:50,806 INFO     Saving network params to trainNN/out/v043-unified:simple-ff-200/epoch-195.pkl
2017-01-24 10:33:00,175 INFO     epoch: 195 took 108.930s (82.865s in batching)
training loss:	0.589778
validation loss:	0.611048
validation error:	0.330057
2017-01-24 10:33:00,184 INFO     Wrote output to trainNN/out/v043-unified:simple-ff-200/config.json
2017-01-24 10:34:40,363 INFO     Saving network params to trainNN/out/v043-unified:simple-ff-200/epoch-196.pkl
2017-01-24 10:34:49,805 INFO     epoch: 196 took 109.631s (83.476s in batching)
training loss:	0.589926
validation loss:	0.613758
validation error:	0.334052
2017-01-24 10:34:49,815 INFO     Wrote output to trainNN/out/v043-unified:simple-ff-200/config.json
2017-01-24 10:36:30,023 INFO     Saving network params to trainNN/out/v043-unified:simple-ff-200/epoch-197.pkl
2017-01-24 10:36:39,429 INFO     epoch: 197 took 109.623s (83.535s in batching)
training loss:	0.589648
validation loss:	0.605437
validation error:	0.327950
2017-01-24 10:36:39,439 INFO     Wrote output to trainNN/out/v043-unified:simple-ff-200/config.json
2017-01-24 10:38:19,575 INFO     Saving network params to trainNN/out/v043-unified:simple-ff-200/epoch-198.pkl
2017-01-24 10:38:29,013 INFO     epoch: 198 took 109.584s (83.399s in batching)
training loss:	0.589776
validation loss:	0.605825
validation error:	0.327628
2017-01-24 10:38:29,023 INFO     Wrote output to trainNN/out/v043-unified:simple-ff-200/config.json
2017-01-24 10:40:08,752 INFO     Saving network params to trainNN/out/v043-unified:simple-ff-200/epoch-199.pkl
2017-01-24 10:40:18,168 INFO     epoch: 199 took 109.155s (82.917s in batching)
training loss:	0.589801
validation loss:	0.615692
validation error:	0.330235
2017-01-24 10:40:18,178 INFO     Wrote output to trainNN/out/v043-unified:simple-ff-200/config.json
