2017-01-24 04:37:23,234 DEBUG    version=v043-unified:simple-ff-100-50-50
validation loss:	0.616860
validation error:	0.329750
2017-01-24 09:27:12,829 INFO     Wrote output to trainNN/out/v043-unified:simple-ff-100-50-50/config.json
2017-01-24 09:29:02,129 INFO     Saving network params to trainNN/out/v043-unified:simple-ff-100-50-50/epoch-145.pkl
2017-01-24 09:29:12,445 INFO     epoch: 145 took 119.625s (84.134s in batching)
training loss:	0.573898
validation loss:	0.624673
validation error:	0.326830
2017-01-24 09:29:12,452 INFO     Wrote output to trainNN/out/v043-unified:simple-ff-100-50-50/config.json
2017-01-24 09:31:01,849 INFO     Saving network params to trainNN/out/v043-unified:simple-ff-100-50-50/epoch-146.pkl
2017-01-24 09:31:12,162 INFO     epoch: 146 took 119.718s (83.776s in batching)
training loss:	0.573803
validation loss:	0.612732
validation error:	0.331688
2017-01-24 09:31:12,170 INFO     Wrote output to trainNN/out/v043-unified:simple-ff-100-50-50/config.json
2017-01-24 09:33:00,309 INFO     Saving network params to trainNN/out/v043-unified:simple-ff-100-50-50/epoch-147.pkl
2017-01-24 09:33:10,471 INFO     epoch: 147 took 118.309s (83.429s in batching)
training loss:	0.573890
validation loss:	0.617092
validation error:	0.328917
2017-01-24 09:33:10,480 INFO     Wrote output to trainNN/out/v043-unified:simple-ff-100-50-50/config.json
2017-01-24 09:35:00,308 INFO     Saving network params to trainNN/out/v043-unified:simple-ff-100-50-50/epoch-148.pkl
2017-01-24 09:35:10,663 INFO     epoch: 148 took 120.192s (84.197s in batching)
training loss:	0.573747
validation loss:	0.614836
validation error:	0.330508
2017-01-24 09:35:10,671 INFO     Wrote output to trainNN/out/v043-unified:simple-ff-100-50-50/config.json
2017-01-24 09:36:59,213 INFO     Saving network params to trainNN/out/v043-unified:simple-ff-100-50-50/epoch-149.pkl
2017-01-24 09:37:09,522 INFO     epoch: 149 took 118.859s (83.541s in batching)
training loss:	0.573793
validation loss:	0.616843
validation error:	0.333700
2017-01-24 09:37:09,530 INFO     Wrote output to trainNN/out/v043-unified:simple-ff-100-50-50/config.json
2017-01-24 09:38:59,332 INFO     Saving network params to trainNN/out/v043-unified:simple-ff-100-50-50/epoch-150.pkl
2017-01-24 09:39:09,462 INFO     epoch: 150 took 119.939s (84.246s in batching)
training loss:	0.573743
validation loss:	0.618702
validation error:	0.330092
2017-01-24 09:39:09,469 INFO     Wrote output to trainNN/out/v043-unified:simple-ff-100-50-50/config.json
2017-01-24 09:40:58,604 INFO     Saving network params to trainNN/out/v043-unified:simple-ff-100-50-50/epoch-151.pkl
2017-01-24 09:41:09,081 INFO     epoch: 151 took 119.619s (83.630s in batching)
training loss:	0.573858
validation loss:	0.616584
validation error:	0.329219
2017-01-24 09:41:09,089 INFO     Wrote output to trainNN/out/v043-unified:simple-ff-100-50-50/config.json
2017-01-24 09:42:58,173 INFO     Saving network params to trainNN/out/v043-unified:simple-ff-100-50-50/epoch-152.pkl
2017-01-24 09:43:08,420 INFO     epoch: 152 took 119.339s (83.605s in batching)
training loss:	0.573743
validation loss:	0.613525
validation error:	0.326439
2017-01-24 09:43:08,428 INFO     Wrote output to trainNN/out/v043-unified:simple-ff-100-50-50/config.json
2017-01-24 09:44:57,748 INFO     Saving network params to trainNN/out/v043-unified:simple-ff-100-50-50/epoch-153.pkl
2017-01-24 09:45:07,911 INFO     epoch: 153 took 119.491s (83.500s in batching)
training loss:	0.573774
validation loss:	0.615462
validation error:	0.330042
2017-01-24 09:45:07,919 INFO     Wrote output to trainNN/out/v043-unified:simple-ff-100-50-50/config.json
2017-01-24 09:46:56,836 INFO     Saving network params to trainNN/out/v043-unified:simple-ff-100-50-50/epoch-154.pkl
2017-01-24 09:47:07,087 INFO     epoch: 154 took 119.176s (83.229s in batching)
training loss:	0.573762
validation loss:	0.617405
validation error:	0.332416
2017-01-24 09:47:07,096 INFO     Wrote output to trainNN/out/v043-unified:simple-ff-100-50-50/config.json
2017-01-24 09:48:55,924 INFO     Saving network params to trainNN/out/v043-unified:simple-ff-100-50-50/epoch-155.pkl
2017-01-24 09:49:06,172 INFO     epoch: 155 took 119.085s (83.259s in batching)
training loss:	0.573685
validation loss:	0.621065
validation error:	0.333893
2017-01-24 09:49:06,180 INFO     Wrote output to trainNN/out/v043-unified:simple-ff-100-50-50/config.json
2017-01-24 09:50:55,292 INFO     Saving network params to trainNN/out/v043-unified:simple-ff-100-50-50/epoch-156.pkl
2017-01-24 09:51:05,686 INFO     epoch: 156 took 119.514s (83.467s in batching)
training loss:	0.573748
validation loss:	0.615124
validation error:	0.329581
2017-01-24 09:51:05,694 INFO     Wrote output to trainNN/out/v043-unified:simple-ff-100-50-50/config.json
2017-01-24 09:52:54,788 INFO     Saving network params to trainNN/out/v043-unified:simple-ff-100-50-50/epoch-157.pkl
2017-01-24 09:53:05,077 INFO     epoch: 157 took 119.391s (83.455s in batching)
training loss:	0.573851
validation loss:	0.616842
validation error:	0.326498
2017-01-24 09:53:05,085 INFO     Wrote output to trainNN/out/v043-unified:simple-ff-100-50-50/config.json
2017-01-24 09:54:54,464 INFO     Saving network params to trainNN/out/v043-unified:simple-ff-100-50-50/epoch-158.pkl
2017-01-24 09:55:04,622 INFO     epoch: 158 took 119.545s (83.330s in batching)
training loss:	0.573720
validation loss:	0.626427
validation error:	0.331227
2017-01-24 09:55:04,630 INFO     Wrote output to trainNN/out/v043-unified:simple-ff-100-50-50/config.json
2017-01-24 09:56:53,887 INFO     Saving network params to trainNN/out/v043-unified:simple-ff-100-50-50/epoch-159.pkl
2017-01-24 09:57:04,178 INFO     epoch: 159 took 119.556s (83.344s in batching)
training loss:	0.573708
validation loss:	0.613824
validation error:	0.328238
2017-01-24 09:57:04,186 INFO     Wrote output to trainNN/out/v043-unified:simple-ff-100-50-50/config.json
2017-01-24 09:58:53,582 INFO     Saving network params to trainNN/out/v043-unified:simple-ff-100-50-50/epoch-160.pkl
2017-01-24 09:59:03,836 INFO     epoch: 160 took 119.658s (83.498s in batching)
training loss:	0.573619
validation loss:	0.612572
validation error:	0.326622
2017-01-24 09:59:03,844 INFO     Wrote output to trainNN/out/v043-unified:simple-ff-100-50-50/config.json
2017-01-24 10:00:53,300 INFO     Saving network params to trainNN/out/v043-unified:simple-ff-100-50-50/epoch-161.pkl
2017-01-24 10:01:03,650 INFO     epoch: 161 took 119.814s (83.624s in batching)
training loss:	0.573545
validation loss:	0.616652
validation error:	0.330181
2017-01-24 10:01:03,659 INFO     Wrote output to trainNN/out/v043-unified:simple-ff-100-50-50/config.json
2017-01-24 10:02:53,752 INFO     Saving network params to trainNN/out/v043-unified:simple-ff-100-50-50/epoch-162.pkl
2017-01-24 10:03:04,140 INFO     epoch: 162 took 120.490s (84.273s in batching)
training loss:	0.573547
validation loss:	0.614039
validation error:	0.327975
2017-01-24 10:03:04,148 INFO     Wrote output to trainNN/out/v043-unified:simple-ff-100-50-50/config.json
2017-01-24 10:04:53,478 INFO     Saving network params to trainNN/out/v043-unified:simple-ff-100-50-50/epoch-163.pkl
2017-01-24 10:05:03,895 INFO     epoch: 163 took 119.756s (83.454s in batching)
training loss:	0.573504
validation loss:	0.613186
validation error:	0.327068
2017-01-24 10:05:03,904 INFO     Wrote output to trainNN/out/v043-unified:simple-ff-100-50-50/config.json
2017-01-24 10:06:53,469 INFO     Saving network params to trainNN/out/v043-unified:simple-ff-100-50-50/epoch-164.pkl
2017-01-24 10:07:03,856 INFO     epoch: 164 took 119.961s (83.793s in batching)
training loss:	0.573449
validation loss:	0.617210
validation error:	0.330007
2017-01-24 10:07:03,865 INFO     Wrote output to trainNN/out/v043-unified:simple-ff-100-50-50/config.json
2017-01-24 10:08:54,300 INFO     Saving network params to trainNN/out/v043-unified:simple-ff-100-50-50/epoch-165.pkl
2017-01-24 10:09:04,570 INFO     epoch: 165 took 120.714s (84.339s in batching)
training loss:	0.573508
validation loss:	0.616671
validation error:	0.330468
2017-01-24 10:09:04,579 INFO     Wrote output to trainNN/out/v043-unified:simple-ff-100-50-50/config.json
2017-01-24 10:10:54,619 INFO     Saving network params to trainNN/out/v043-unified:simple-ff-100-50-50/epoch-166.pkl
2017-01-24 10:11:05,033 INFO     epoch: 166 took 120.463s (84.208s in batching)
training loss:	0.573482
validation loss:	0.620164
validation error:	0.329294
2017-01-24 10:11:05,042 INFO     Wrote output to trainNN/out/v043-unified:simple-ff-100-50-50/config.json
2017-01-24 10:12:55,825 INFO     Saving network params to trainNN/out/v043-unified:simple-ff-100-50-50/epoch-167.pkl
2017-01-24 10:13:06,304 INFO     epoch: 167 took 121.271s (84.541s in batching)
training loss:	0.573538
validation loss:	0.615671
validation error:	0.329130
2017-01-24 10:13:06,312 INFO     Wrote output to trainNN/out/v043-unified:simple-ff-100-50-50/config.json
2017-01-24 10:14:56,289 INFO     Saving network params to trainNN/out/v043-unified:simple-ff-100-50-50/epoch-168.pkl
2017-01-24 10:15:06,558 INFO     epoch: 168 took 120.254s (83.940s in batching)
training loss:	0.573532
validation loss:	0.617951
validation error:	0.327911
2017-01-24 10:15:06,567 INFO     Wrote output to trainNN/out/v043-unified:simple-ff-100-50-50/config.json
2017-01-24 10:16:56,910 INFO     Saving network params to trainNN/out/v043-unified:simple-ff-100-50-50/epoch-169.pkl
2017-01-24 10:17:07,205 INFO     epoch: 169 took 120.647s (84.032s in batching)
training loss:	0.573503
validation loss:	0.615476
validation error:	0.328644
2017-01-24 10:17:07,214 INFO     Wrote output to trainNN/out/v043-unified:simple-ff-100-50-50/config.json
2017-01-24 10:18:57,547 INFO     Saving network params to trainNN/out/v043-unified:simple-ff-100-50-50/epoch-170.pkl
2017-01-24 10:19:07,851 INFO     epoch: 170 took 120.646s (84.332s in batching)
training loss:	0.573517
validation loss:	0.629096
validation error:	0.331792
2017-01-24 10:19:07,859 INFO     Wrote output to trainNN/out/v043-unified:simple-ff-100-50-50/config.json
2017-01-24 10:20:57,699 INFO     Saving network params to trainNN/out/v043-unified:simple-ff-100-50-50/epoch-171.pkl
2017-01-24 10:21:08,009 INFO     epoch: 171 took 120.158s (83.966s in batching)
training loss:	0.573431
validation loss:	0.615829
validation error:	0.332030
2017-01-24 10:21:08,017 INFO     Wrote output to trainNN/out/v043-unified:simple-ff-100-50-50/config.json
2017-01-24 10:22:58,249 INFO     Saving network params to trainNN/out/v043-unified:simple-ff-100-50-50/epoch-172.pkl
2017-01-24 10:23:08,619 INFO     epoch: 172 took 120.610s (84.285s in batching)
training loss:	0.573435
validation loss:	0.615858
validation error:	0.329388
2017-01-24 10:23:08,628 INFO     Wrote output to trainNN/out/v043-unified:simple-ff-100-50-50/config.json
2017-01-24 10:24:59,076 INFO     Saving network params to trainNN/out/v043-unified:simple-ff-100-50-50/epoch-173.pkl
2017-01-24 10:25:09,368 INFO     epoch: 173 took 120.749s (84.463s in batching)
training loss:	0.573335
validation loss:	0.613872
validation error:	0.327598
2017-01-24 10:25:09,377 INFO     Wrote output to trainNN/out/v043-unified:simple-ff-100-50-50/config.json
2017-01-24 10:27:00,120 INFO     Saving network params to trainNN/out/v043-unified:simple-ff-100-50-50/epoch-174.pkl
2017-01-24 10:27:10,512 INFO     epoch: 174 took 121.143s (84.626s in batching)
training loss:	0.573389
validation loss:	0.615460
validation error:	0.328089
2017-01-24 10:27:10,521 INFO     Wrote output to trainNN/out/v043-unified:simple-ff-100-50-50/config.json
2017-01-24 10:29:01,416 INFO     Saving network params to trainNN/out/v043-unified:simple-ff-100-50-50/epoch-175.pkl
2017-01-24 10:29:11,789 INFO     epoch: 175 took 121.278s (84.637s in batching)
training loss:	0.573494
validation loss:	0.613322
validation error:	0.328679
2017-01-24 10:29:11,798 INFO     Wrote output to trainNN/out/v043-unified:simple-ff-100-50-50/config.json
2017-01-24 10:31:02,111 INFO     Saving network params to trainNN/out/v043-unified:simple-ff-100-50-50/epoch-176.pkl
2017-01-24 10:31:12,507 INFO     epoch: 176 took 120.718s (84.291s in batching)
training loss:	0.573378
validation loss:	0.616858
validation error:	0.327242
2017-01-24 10:31:12,516 INFO     Wrote output to trainNN/out/v043-unified:simple-ff-100-50-50/config.json
2017-01-24 10:33:02,629 INFO     Saving network params to trainNN/out/v043-unified:simple-ff-100-50-50/epoch-177.pkl
2017-01-24 10:33:12,889 INFO     epoch: 177 took 120.381s (84.032s in batching)
training loss:	0.573449
validation loss:	0.616350
validation error:	0.327762
2017-01-24 10:33:12,897 INFO     Wrote output to trainNN/out/v043-unified:simple-ff-100-50-50/config.json
2017-01-24 10:35:03,104 INFO     Saving network params to trainNN/out/v043-unified:simple-ff-100-50-50/epoch-178.pkl
2017-01-24 10:35:13,516 INFO     epoch: 178 took 120.627s (83.996s in batching)
training loss:	0.573451
validation loss:	0.615956
validation error:	0.332030
2017-01-24 10:35:13,525 INFO     Wrote output to trainNN/out/v043-unified:simple-ff-100-50-50/config.json
2017-01-24 10:37:03,274 INFO     Saving network params to trainNN/out/v043-unified:simple-ff-100-50-50/epoch-179.pkl
2017-01-24 10:37:13,662 INFO     epoch: 179 took 120.146s (83.749s in batching)
training loss:	0.573381
validation loss:	0.613996
validation error:	0.330404
2017-01-24 10:37:13,670 INFO     Wrote output to trainNN/out/v043-unified:simple-ff-100-50-50/config.json
2017-01-24 10:39:04,109 INFO     Saving network params to trainNN/out/v043-unified:simple-ff-100-50-50/epoch-180.pkl
2017-01-24 10:39:14,551 INFO     epoch: 180 took 120.890s (84.271s in batching)
training loss:	0.573300
validation loss:	0.613572
validation error:	0.331891
2017-01-24 10:39:14,560 INFO     Wrote output to trainNN/out/v043-unified:simple-ff-100-50-50/config.json
2017-01-24 10:41:04,889 INFO     Saving network params to trainNN/out/v043-unified:simple-ff-100-50-50/epoch-181.pkl
2017-01-24 10:41:15,238 INFO     epoch: 181 took 120.686s (84.330s in batching)
training loss:	0.573457
validation loss:	0.612425
validation error:	0.329234
2017-01-24 10:41:15,246 INFO     Wrote output to trainNN/out/v043-unified:simple-ff-100-50-50/config.json
2017-01-24 10:43:05,513 INFO     Saving network params to trainNN/out/v043-unified:simple-ff-100-50-50/epoch-182.pkl
2017-01-24 10:43:15,916 INFO     epoch: 182 took 120.679s (84.154s in batching)
training loss:	0.573308
validation loss:	0.616706
validation error:	0.329844
2017-01-24 10:43:15,926 INFO     Wrote output to trainNN/out/v043-unified:simple-ff-100-50-50/config.json
2017-01-24 10:45:05,986 INFO     Saving network params to trainNN/out/v043-unified:simple-ff-100-50-50/epoch-183.pkl
2017-01-24 10:45:16,274 INFO     epoch: 183 took 120.358s (83.984s in batching)
training loss:	0.573189
validation loss:	0.625703
validation error:	0.330652
2017-01-24 10:45:16,283 INFO     Wrote output to trainNN/out/v043-unified:simple-ff-100-50-50/config.json
2017-01-24 10:47:05,501 INFO     Saving network params to trainNN/out/v043-unified:simple-ff-100-50-50/epoch-184.pkl
2017-01-24 10:47:15,619 INFO     epoch: 184 took 119.345s (83.851s in batching)
training loss:	0.573350
validation loss:	0.624240
validation error:	0.332793
2017-01-24 10:47:15,629 INFO     Wrote output to trainNN/out/v043-unified:simple-ff-100-50-50/config.json
2017-01-24 10:49:03,863 INFO     Saving network params to trainNN/out/v043-unified:simple-ff-100-50-50/epoch-185.pkl
2017-01-24 10:49:14,397 INFO     epoch: 185 took 118.777s (83.343s in batching)
training loss:	0.573074
validation loss:	0.619398
validation error:	0.334225
2017-01-24 10:49:14,407 INFO     Wrote output to trainNN/out/v043-unified:simple-ff-100-50-50/config.json
2017-01-24 10:51:03,159 INFO     Saving network params to trainNN/out/v043-unified:simple-ff-100-50-50/epoch-186.pkl
2017-01-24 10:51:13,324 INFO     epoch: 186 took 118.927s (84.010s in batching)
training loss:	0.573147
validation loss:	0.617869
validation error:	0.328724
2017-01-24 10:51:13,333 INFO     Wrote output to trainNN/out/v043-unified:simple-ff-100-50-50/config.json
2017-01-24 10:53:01,165 INFO     Saving network params to trainNN/out/v043-unified:simple-ff-100-50-50/epoch-187.pkl
2017-01-24 10:53:11,753 INFO     epoch: 187 took 118.429s (83.357s in batching)
training loss:	0.573216
validation loss:	0.626882
validation error:	0.331831
2017-01-24 10:53:11,762 INFO     Wrote output to trainNN/out/v043-unified:simple-ff-100-50-50/config.json
2017-01-24 10:55:01,319 INFO     Saving network params to trainNN/out/v043-unified:simple-ff-100-50-50/epoch-188.pkl
2017-01-24 10:55:11,492 INFO     epoch: 188 took 119.739s (84.405s in batching)
training loss:	0.573181
validation loss:	0.615908
validation error:	0.331708
2017-01-24 10:55:11,501 INFO     Wrote output to trainNN/out/v043-unified:simple-ff-100-50-50/config.json
2017-01-24 10:56:59,971 INFO     Saving network params to trainNN/out/v043-unified:simple-ff-100-50-50/epoch-189.pkl
2017-01-24 10:57:10,236 INFO     epoch: 189 took 118.744s (83.585s in batching)
training loss:	0.573207
validation loss:	0.616780
validation error:	0.330344
2017-01-24 10:57:10,246 INFO     Wrote output to trainNN/out/v043-unified:simple-ff-100-50-50/config.json
2017-01-24 10:59:00,537 INFO     Saving network params to trainNN/out/v043-unified:simple-ff-100-50-50/epoch-190.pkl
2017-01-24 10:59:10,705 INFO     epoch: 190 took 120.469s (84.456s in batching)
training loss:	0.573172
validation loss:	0.615679
validation error:	0.332699
2017-01-24 10:59:10,714 INFO     Wrote output to trainNN/out/v043-unified:simple-ff-100-50-50/config.json
2017-01-24 11:01:00,939 INFO     Saving network params to trainNN/out/v043-unified:simple-ff-100-50-50/epoch-191.pkl
2017-01-24 11:01:11,489 INFO     epoch: 191 took 120.784s (84.433s in batching)
training loss:	0.573218
validation loss:	0.616683
validation error:	0.333185
2017-01-24 11:01:11,499 INFO     Wrote output to trainNN/out/v043-unified:simple-ff-100-50-50/config.json
2017-01-24 11:03:01,336 INFO     Saving network params to trainNN/out/v043-unified:simple-ff-100-50-50/epoch-192.pkl
2017-01-24 11:03:11,612 INFO     epoch: 192 took 120.123s (84.235s in batching)
training loss:	0.573240
validation loss:	0.614041
validation error:	0.327906
2017-01-24 11:03:11,622 INFO     Wrote output to trainNN/out/v043-unified:simple-ff-100-50-50/config.json
2017-01-24 11:05:02,456 INFO     Saving network params to trainNN/out/v043-unified:simple-ff-100-50-50/epoch-193.pkl
2017-01-24 11:05:12,630 INFO     epoch: 193 took 121.018s (84.761s in batching)
training loss:	0.573042
validation loss:	0.615840
validation error:	0.330359
2017-01-24 11:05:12,639 INFO     Wrote output to trainNN/out/v043-unified:simple-ff-100-50-50/config.json
2017-01-24 11:07:02,028 INFO     Saving network params to trainNN/out/v043-unified:simple-ff-100-50-50/epoch-194.pkl
2017-01-24 11:07:12,333 INFO     epoch: 194 took 119.704s (84.063s in batching)
training loss:	0.573233
validation loss:	0.616126
validation error:	0.334394
2017-01-24 11:07:12,343 INFO     Wrote output to trainNN/out/v043-unified:simple-ff-100-50-50/config.json
2017-01-24 11:09:01,099 INFO     Saving network params to trainNN/out/v043-unified:simple-ff-100-50-50/epoch-195.pkl
2017-01-24 11:09:11,236 INFO     epoch: 195 took 118.902s (84.131s in batching)
training loss:	0.573029
validation loss:	0.623582
validation error:	0.327668
2017-01-24 11:09:11,245 INFO     Wrote output to trainNN/out/v043-unified:simple-ff-100-50-50/config.json
2017-01-24 11:10:59,284 INFO     Saving network params to trainNN/out/v043-unified:simple-ff-100-50-50/epoch-196.pkl
2017-01-24 11:11:09,295 INFO     epoch: 196 took 118.059s (83.471s in batching)
training loss:	0.573293
validation loss:	0.619727
validation error:	0.330141
2017-01-24 11:11:09,304 INFO     Wrote output to trainNN/out/v043-unified:simple-ff-100-50-50/config.json
2017-01-24 11:12:58,092 INFO     Saving network params to trainNN/out/v043-unified:simple-ff-100-50-50/epoch-197.pkl
2017-01-24 11:13:08,176 INFO     epoch: 197 took 118.882s (84.151s in batching)
training loss:	0.573179
validation loss:	0.625796
validation error:	0.333289
2017-01-24 11:13:08,185 INFO     Wrote output to trainNN/out/v043-unified:simple-ff-100-50-50/config.json
2017-01-24 11:14:57,061 INFO     Saving network params to trainNN/out/v043-unified:simple-ff-100-50-50/epoch-198.pkl
2017-01-24 11:15:07,270 INFO     epoch: 198 took 119.094s (84.209s in batching)
training loss:	0.573145
validation loss:	0.615414
validation error:	0.328793
2017-01-24 11:15:07,279 INFO     Wrote output to trainNN/out/v043-unified:simple-ff-100-50-50/config.json
2017-01-24 11:16:56,000 INFO     Saving network params to trainNN/out/v043-unified:simple-ff-100-50-50/epoch-199.pkl
2017-01-24 11:17:06,279 INFO     epoch: 199 took 119.009s (84.031s in batching)
training loss:	0.572997
validation loss:	0.612971
validation error:	0.328129
2017-01-24 11:17:06,289 INFO     Wrote output to trainNN/out/v043-unified:simple-ff-100-50-50/config.json
